object_id,redshift,distance_modulus,distance_modulus_err
100101,0.42967,41.9219,0.19807
080723,0.43013,41.8354,0.165783
04D1rh,0.43487,41.7828,0.183674
06D4co,0.43544,41.5839,0.13365
000142,0.43673,42.0051,0.1818
1336008,0.43765,41.6253,0.16614
1333246,0.43774,41.882,0.356877
1310338,0.43883,41.4679,0.211194
560027,0.43883,41.6682,0.279961
050607,0.43926,41.8262,0.202784
040166,0.44004,42.1401,0.441915
510266,0.44059,41.6364,0.160177
1328105,0.44154,41.6823,0.183572
1295256,0.44246,41.8523,0.172891
06D3df,0.44254,41.9039,0.139699
06D2gb,0.44368,41.793,0.182219
1291080,0.44384,41.8069,0.290347
040137,0.44756,41.8552,0.223954
1328066,0.4489,41.8853,0.221814
1320166,0.44896,41.9875,0.215648
050580,0.4506,41.6446,0.157686
520016,0.451,41.9281,0.213431
04D2gb,0.45169,41.5892,0.225346
120094,0.45169,41.9923,0.154715
04D3gt,0.45155,41.7162,0.305385
1290127,0.45223,41.9959,0.320076
1253101,0.45333,41.7953,0.207786
1253039,0.45347,41.8863,0.14411
1334302,0.45463,41.7873,0.209236
1306360,0.45478,41.8839,0.284149
1345582,0.45878,41.9679,0.252185
380199,0.46055,42.0021,0.190943
510597,0.46098,42.0162,0.230251
05D3lc,0.46156,41.9839,0.138441
03D4au,0.46641,42.3424,0.396492
000215,0.4666,42.048,0.135922
04D4jr,0.4684,41.9733,0.206146
1339149,0.4688,41.7631,0.234035
04D4ju,0.47039,42.2151,0.404516
05D3mx,0.47057,42.0135,0.180637
370367,0.4717,41.9798,0.210913
1316437,0.47196,42.0374,0.25691
05D2bv,0.47572,41.938,0.177112
370329,0.47793,42.2269,0.228278
310146,0.47943,41.8695,0.203883
1306537,0.47948,42.0107,0.198987
560054,0.4798,41.8956,0.237796
05D3dd,0.48056,42.0041,0.160362
05D2ac,0.48071,41.9748,0.139221
120044,0.48171,42.3055,0.210887
05D1ix,0.48881,42.0842,0.199732
1292145,0.49246,42.2783,0.335403
1343208,0.49501,42.0821,0.165011
1305504,0.4956,42.1453,0.120919
03D1ax,0.49572,42.0817,0.153945
05D4af,0.49737,42.1268,0.225856
06D2bk,0.50073,42.257,0.253816
350374,0.5009,42.1165,0.283133
1337272,0.50276,42.161,0.218549
030006,0.50276,42.0703,0.312874
510457,0.503,42.1484,0.311282
03D1au,0.50309,42.1444,0.228687
1335472,0.50598,42.079,0.166703
1343759,0.50617,42.1043,0.151709
310091,0.50716,42.2358,0.180974
05D4av,0.50737,42.2419,0.288822
090201,0.50817,42.0193,0.184312
180313,0.51006,42.0945,0.144405
110484,0.51087,42.0583,0.239085
05D2dy,0.51175,42.3885,0.227281
04D1pg,0.5138,42.2567,0.35966
04D4in,0.51435,42.2259,0.196162
04D2mj,0.51475,42.3259,0.402924
1338430,0.51718,42.0932,0.190441
1334470,0.51876,42.1949,0.250421
310260,0.51879,42.1824,0.209558
450175,0.51943,42.2438,0.315111
06D3el,0.5196,42.2905,0.196455
04D2gc,0.52277,42.3496,0.273927
1295921,0.52393,42.1774,0.369236
1322229,0.52613,42.1702,0.223271
050005,0.52851,42.0855,0.188829
1322979,0.52939,42.2913,0.141023
330106,0.53091,41.8802,0.23431
160066,0.53105,42.5109,0.289268
1338471,0.53117,42.5253,0.38093
1337703,0.53226,41.9821,0.221979
06D2ca,0.53277,42.2472,0.294354
06D2cc,0.53377,42.1649,0.273819
05D4ek,0.53433,42.1433,0.225295
05D4be,0.53532,42.3205,0.204703
05D2eb,0.53578,42.2134,0.209507
1289656,0.53944,42.3338,0.244476
110426,0.54089,42.2791,0.233447
1324542,0.54154,42.53,0.24247
520041,0.5454,42.5633,0.191404
04D4bq,0.54832,42.0235,0.363222
1306980,0.54886,42.1695,0.378555
050201,0.55011,42.3253,0.19588
06D4bo,0.55031,42.3728,0.208456
1339450,0.55048,42.4104,0.376261
04D3hn,0.5526,42.1938,0.244151
06D2ck,0.5538,42.49,0.207133
1337117,0.55389,42.0827,0.177409
05D1ee,0.55775,42.4389,0.195189
05D1kl,0.55875,42.7331,0.3833
04D1hx,0.55875,42.2975,0.356215
1289555,0.56174,42.2937,0.227829
1303952,0.56263,42.6016,0.265242
05D1cc,0.56276,42.4296,0.234712
1285317,0.56441,42.3928,0.221111
1330903,0.5643,42.4881,0.207587
1338278,0.56431,42.3969,0.296515
05D1dn,0.56475,42.4873,0.19275
1317454,0.56883,42.2407,0.262337
1306785,0.57535,42.1912,0.452867
05D2dt,0.57583,42.5915,0.213158
050203,0.57609,42.4887,0.202103
06D3et,0.57661,42.4263,0.166843
1337228,0.57741,42.645,0.290949
03D4gf,0.57829,42.4174,0.24485
110721,0.57823,42.4512,0.241176
05D1dx,0.57875,42.4272,0.214391
1332059,0.57884,42.5317,0.231686
05D3jq,0.57959,42.3923,0.23116
05D3gp,0.5806,42.573,0.262496
03D1aw,0.58073,42.7061,0.239821
04D1jg,0.58294,42.5408,0.168029
05D4ej,0.58328,42.7974,0.186201
04D1kj,0.58375,42.4765,0.198486
04D1sa,0.58375,42.6489,0.184752
1338387,0.58382,42.4199,0.199369
05D1hm,0.58575,42.707,0.37297
05D4bf,0.58728,42.6241,0.203038
04D1oh,0.58873,42.5021,0.220032
03D4gg,0.59028,42.5156,0.248253
04D2mh,0.59184,42.4508,0.255828
05D3lr,0.6006,42.6116,0.278838
1338233,0.60149,42.7562,0.394779
05D4ef,0.60327,42.7503,0.2001
1335564,0.6062,42.6158,0.275076
03D4dy,0.60826,42.5904,0.228388
1302141,0.6088,42.4282,0.350327
1332413,0.60873,42.6179,0.230751
05D2he,0.60987,42.6876,0.321483
04D3do,0.61064,42.6686,0.184238
04D4an,0.61125,42.9049,0.247686
1295305,0.61171,42.701,0.16444
05D1ck,0.61571,42.7085,0.347272
1308957,0.61869,42.7164,0.388756
1335868,0.61942,42.6948,0.2753
000202,0.61988,42.7557,0.154862
04D3co,0.62063,42.6988,0.268136
04D2an,0.62188,42.5894,0.275623
03D4dh,0.62523,42.6577,0.215148
04D4fx,0.62723,42.585,0.244041
05D1cb,0.63071,42.6632,0.202856
05D2ci,0.63189,42.3111,0.32695
03D4at,0.63223,42.8493,0.323662
1330642,0.63392,42.5972,0.147609
04D1pu,0.63771,42.5298,0.442879
1343871,0.63787,42.8637,0.31082
05D4ag,0.63823,42.6594,0.367516
1337325,0.63866,42.7804,0.261646
1334879,0.63936,42.79,0.171844
05D2ec,0.6419,42.8476,0.256941
1308568,0.64305,42.3609,0.407842
04D3cy,0.64364,42.7992,0.309841
05D3ax,0.64363,42.8034,0.316528
05D3lb,0.64763,42.819,0.288435
1338266,0.64846,43.0397,0.272369
05D3kt,0.64863,42.7335,0.310678
1334707,0.64964,42.7805,0.149571
04D1sk,0.66207,42.9793,0.279772
05D3hs,0.66463,42.8698,0.233989
05D3mh,0.67065,43.0677,0.274795
03D1co,0.67767,43.2251,0.311797
05D2bt,0.68195,42.8376,0.239367
06D3cc,0.68365,43.1716,0.407734
04D4ic,0.68517,43.0166,0.366173
05D1ke,0.68867,42.8137,0.226508
1262715,0.68937,42.8535,0.15677
1262214,0.68937,43.0444,0.271991
06D3em,0.69065,42.9143,0.425857
03D4cz,0.69316,42.9162,0.318024
04D4ib,0.69716,42.9692,0.212738
06D4ba,0.69816,42.9671,0.342807
05D4bj,0.69916,42.9402,0.338462
05D4cq,0.69916,43.0691,0.215345
1335718,0.69933,43.1107,0.155898
05D2ck,0.69997,43.1147,0.29538
04D1si,0.70064,42.917,0.223194
04D4hu,0.70115,43.0968,0.261582
04D2iu,0.70197,42.8962,0.462713
05D2le,0.70198,43.0433,0.252753
05D3gv,0.71565,42.9944,0.245932
05D3jh,0.71867,42.8739,0.18843
1331993,0.71962,43.1638,0.204549
04D1aj,0.71964,42.97,0.342226
05D4ev,0.72013,43.1612,0.243162
06D3gh,0.72067,43.0459,0.305174
06D3do,0.72667,43.0811,0.248363
06D3bz,0.72767,43.008,0.257091
1304127,0.72861,43.005,0.283498
06D4bw,0.73012,42.9186,0.321961
1329166,0.73163,43.1799,0.196424
04D1pp,0.73362,42.9845,0.195902
04D2gp,0.734,43.22,0.388289
05D2fq,0.73501,43.2537,0.224615
05D1eo,0.73562,43.1807,0.25711
05D2ct,0.73602,43.1675,0.425639
05D3jk,0.73668,42.992,0.21489
04D2ja,0.74202,43.4813,0.32514
04D3fq,0.74269,43.0825,0.327179
05D3jb,0.74566,43.1675,0.195179
04D2kr,0.74613,42.9817,0.25474
04D4im,0.7491,42.9396,0.262488
1285160,0.74932,43.1772,0.163225
04D3ks,0.75068,42.9012,0.318716
05D2nt,0.75904,43.2469,0.233153
05D3mn,0.76069,43.0667,0.201161
05D4cn,0.76108,43.1767,0.236628
05D1if,0.76159,43.131,0.239872
04D1qd,0.7656,43.2369,0.225434
04D1de,0.7666,43.4224,0.250162
05D3hh,0.76668,43.3623,0.27025
04D4id,0.76707,43.5587,0.25715
04D1pc,0.7686,43.2929,0.311675
1329196,0.76933,43.2168,0.162741
05D4bi,0.77308,43.3568,0.295081
1325358,0.77931,43.0395,0.311092
05D4cs,0.78806,43.3042,0.232049
03D4fd,0.78905,43.3837,0.271177
1309749,0.78929,43.1995,0.165559
04D1ks,0.79656,42.9026,0.372096
03D1fq,0.79858,43.4338,0.288144
Elvis,0.83973,43.36,0.211845
Spock,0.83973,43.2012,0.390423
Manipogo,0.85474,43.6168,0.299913
Vilas,0.93577,43.5331,0.239939
Ombo,0.97424,44.1111,0.201519
SCP05D0,1.01236,44.1177,0.367085
Eagle,1.0198,44.2757,0.225903
Ferguson,1.02081,43.9706,0.47547
Strolger,1.02781,44.5364,0.353385
SCP06U4,1.04819,44.4229,0.488758
Gabi,1.12085,44.4405,0.22363
SCP06H5,1.23223,44.3207,0.610496
Lancaster,1.23589,44.905,0.273735
Aphrodite,1.29912,44.8641,0.275291
Thoth,1.30412,44.7206,0.316517
Inanna,1.30612,45.0197,0.445162
SCP05D6,1.31311,44.7867,0.316349
washington,1.32911,44.8745,0.238344
Borg,1.34093,44.7541,0.306395
SCP06G4,1.35134,44.5492,0.31846
Mcguire,1.3561,44.8094,0.238282
Sasquatch,1.39096,44.7944,0.374345
SCP06K0,1.41631,44.4579,0.735776
carter,1.54295,45.0902,0.371014
Primo,1.54903,45.293,0.233771
rutledge,1.61499,45.1595,0.333024
geta,1.69702,45.2863,0.38048
stone,1.80111,45.4865,0.281981
wilson,1.9116,45.4233,0.358642
colfax,2.2613,46.1828,0.281309
